timestamp,TY-2U6UZ.PV,CAT-3I91S.PV,PI-2E40T.MV,AI-3R187.PV,RX-2Q9F8.PV,CAT-3S8IR.CPV,PDI-2E5Q7.PV,FI-1G9QP.CPV,RX-1S1WP.MV,TI-1M2MM.CPV,CAT-3B4CB.CPV,AI-3O9E7.PV,SN-2U9VF.PV,PDI-2W9XR.PV,CAT-2G8O6.CPV,RX-3K5HZ.PV,SN-3R2VB.PV,AI-3U2C0.PV,PI-2P8HO.PV,SN-2T2NV.CPV,FI-1Q1UZ.MV,PDI-1B458.PV,PI-2C4NF.MV,SN-1Y594.PV,CAT-2C91E.CPV,TY-2C14F.PV,TY-1I95P.PV,PIC-1C834.PV,AI-2M5C6.MV,TY-1V641.PV,PI-1T2YI.PV,FIC-2O6FM.MV,PI-2A7J2.CPV,TY-3A6RE.CPV,TY-2H8V3.PV,PI-3N6KH.CPV,SN-1A5IF.PV,FI-1O7J7.MV,TY-2R1YE.MV,TY-3W4ZO.MV,SN-2O9QI.PV,TI-3H5YH.PV,AI-2T2CH.CPV,RX-2S7N9.PV,TIC-1S9IH.PV,PDI-1B9CL.PV,PDI-3V2VG.MV,FI-1D7MO.MV,PDI-3K2KF.PV,CAT-2T9A3.CPV
2021-05-15 00:00:00,187.27005942368123,261.36641469099703,90.04180571633304,143.2706260641422,367.5355219019429,314.6993190676313,14.707348092903793,172.21037109547797,0.34208174871590746,252.44257530768908,41.39933396256323,383.59414446556343,348.7357308346418,92.08478478156869,371.3532605999905,484.95602305363525,90.57467476734016,332.45586224360903,81.39702695060188,321.9521267705653,726.0563318471262,34.73433262588427,18.422483923802613,146.10911523094887,465.8768597164082,170.30208329064584,288.63951461656563,55.25009674078891,0.49286458444744663,426.8924608523335,33.15646990671938,855.0975949462096,31.290739421364822,382.2203640377522,396.3790567864064,79.62414505413685,250.17972310778032,622.6291760988565,0.5969106905466561,0.006877962219649314,265.7860763433656,261.97218276745434,40.61481740333633,147.91204874826803,358.21552707775845,58.064522590963406,41.54430005920896,182.27979263542437,95.62918815133614,207.57282699637287
2021-05-15 00:30:00,475.3571532049581,213.77050917927482,63.31014572732679,295.4166302845054,401.74046519242427,347.8743444923086,92.65876251614944,572.0602506132292,0.8212573046720129,344.5913921587664,301.5760547331941,200.96545680462108,340.0703858801502,61.665031452073805,212.74666722403768,46.95035789470919,340.5589269824914,397.7249803948646,61.52194382310109,265.15106662457913,102.89643724385081,89.98333456872724,89.39897100078704,455.3850808219576,198.50752061859583,35.855944423825505,432.78857281227613,52.016989231075115,0.4042897472548691,120.98856515852269,85.50302016199352,110.27618510866627,27.109625376406576,204.83552668799632,34.52295315729986,27.194603941844875,345.4419882754114,554.9578843508775,0.9995577032504386,0.21244727719547296,16.32953039224794,112.93084856637364,496.2908977438817,0.5560470980937038,443.52859629920454,93.59372482485595,2.4005044844888856,663.1137210352174,37.66764404294625,211.09611694033902
2021-05-15 01:00:00,365.99697090570254,12.709563372047594,33.90297910487007,15.250124969524714,141.01728628565326,227.2705323838866,49.21162930795382,469.3571442906954,0.11063173695520723,110.03934263981326,122.67455484066048,239.9378101519544,309.3056891075922,79.65372909761763,172.96749627348146,336.30105911256317,90.71917384781347,463.5889097397263,30.625362078661166,20.975611715818133,657.6304037138566,2.18233967754895,65.42925523249619,376.98095179839197,43.54638339788575,204.814447447616,490.3696717917147,14.287596133941172,0.5309376784120938,480.3134877565999,20.707580921085523,733.3298016661458,59.76682827027031,327.586857262169,237.1275104884768,69.2358922461058,348.5679029459046,229.6709074118796,0.7694488940820471,0.6635235939134523,237.79809591100414,119.143113404092,78.10075396529965,135.97727969909934,231.59703272052323,67.22506872941946,33.537160621746246,595.478512536603,33.92406611738363,392.5319605232156
2021-05-15 01:30:00,299.3292420985183,53.945713496652225,34.92095746126609,18.674094374607208,88.7197718898614,313.77904004203174,25.824438829895836,984.1407552177458,0.8464522917345182,125.51831568725726,194.64780702098827,313.75273160918505,376.3583197788206,48.152235151255006,185.51938149230136,221.87510965228557,262.5816918335301,117.32104092772677,62.389583629163845,484.2443887971919,419.94370939722165,66.37896861755891,15.210428322227287,402.4533884207193,308.5332580589006,155.6087475316968,203.79210428690848,77.53461504031355,0.5951316749056815,98.46285222671419,7.115828517343282,973.2313987534513,86.60956336116915,130.11829899261468,280.339147469475,26.406198469371876,324.3194783844078,661.5986369760842,0.3978657030174272,0.4111974888825458,203.87405250136615,262.52397713442383,494.2104969817405,108.945689813372,391.76000629727946,48.1277951219237,17.708225539728982,466.62897179154913,6.2431327277780335,97.85632004982453
2021-05-15 02:00:00,78.00932022121826,15.714592843367125,72.59556788702393,411.30028032982915,375.3073758204292,292.15715596155013,45.913575623826134,200.8350119512471,0.12748866233198242,519.8356601878401,144.34686838534992,436.83855709316936,79.30255264653685,11.730818896239448,493.82478186802894,434.07112718875266,354.5231308612163,199.65795790465407,52.70414639116516,399.3570958272873,814.7775981493759,96.33944342135504,44.032341836834895,9.003277800227249,56.919196738300705,338.5603198675047,413.75946105315154,27.140938044671437,0.00992382112783563,475.71490518091616,6.90075926128163,493.8951953333831,94.67337289233956,79.74613127067914,314.21322830729355,93.90684794502916,137.64410672593007,346.27637607469444,0.827553052274047,0.40240625929931173,80.60940598756127,459.2241273997904,488.63996628322366,330.9172925569991,290.38532285398304,80.96750362658894,9.842418910136875,569.2393193263671,48.6173654104883,410.1266594724449
2021-05-15 02:30:00,77.99726016810132,318.2052056318902,89.71102599525771,180.09532070563145,403.417369633632,450.5790052454945,98.0032575285477,458.07003914116746,0.39728729056036727,568.746968037507,177.83635823247457,492.04173459964755,440.4353795994642,12.518579220255043,20.05459570624124,88.57489472369295,53.438461547371915,76.20800666520871,42.60833838903715,146.41101835048238,183.69157584081893,56.016818346184195,61.529802506980204,481.405178537013,172.61157140084603,302.8896247263452,382.26389732735885,49.669542281794655,0.4640951594535039,497.4096469829755,94.07845205031079,311.4760644963575,10.590580440375764,80.23130713561322,344.31581465393776,63.63742815333744,78.10328434331099,539.0508866896112,0.17070836331248018,0.8845868882296137,328.20480175032844,540.8194951717173,396.90905195401984,316.85579988276453,130.16295914538534,95.05328209544089,95.67204338893498,906.9171926221092,10.90136156409287,324.3735569475091
2021-05-15 03:00:00,29.04180608409973,157.17799053816333,88.70864242651173,63.53025632594239,495.2525710003367,22.723190170728934,49.26180939928696,972.523389947832,0.7972953657795536,236.5194034422567,359.52295259212275,384.1367069322591,435.921763872616,68.55652872289714,433.51574806122426,346.31297611308224,283.6561098144518,496.2417510791876,13.071037674019948,489.98516467942534,629.3820402535515,93.68224620330918,8.34640849893833,363.3354960351616,253.70596935890444,182.29686409877,286.76447572778665,28.42740929275167,0.9634992408875883,355.86140287302436,50.69204379618346,734.3839090390435,15.482861259771985,35.24597282157232,126.63619176135754,32.451180017534206,317.9701634133554,174.04509184935569,0.030463686308960125,0.8955628481318387,485.5754536841429,68.79404411044204,329.71148104099876,296.73069135236193,427.0081988488092,2.2066148682290843,59.935972504216565,276.66487207996033,24.853982092742598,209.48488688976218
2021-05-15 03:30:00,433.0880728874676,254.2853455823514,77.98755458576238,261.1216300274022,206.30883845571324,140.48159479611516,32.875161028750824,878.9564133045823,0.14991742734877378,177.0319104232612,148.5608578115875,208.88339108366688,14.623641517279573,43.030589489946266,289.3377042861967,419.0576448240551,128.28139185068187,463.50048396214765,88.66042152404667,300.94079481816107,532.8756008975114,5.225787928602377,88.24163684073388,152.37554769306666,437.1112623425879,108.94627712749505,478.0235718059665,13.382836299969314,0.5190322801295487,490.57186589591095,40.941207181701834,835.4153278140267,94.47362587830797,92.82335245062151,4.989388329224687,26.951186229227265,299.6510580697189,513.6256514922608,0.20444837246427305,0.9091752640535857,281.09440553226256,248.0002663844526,288.90352512554233,8.12172160472685,342.74948966231676,98.25212722560387,72.86562842366027,120.30806053481251,31.694262176728138,229.0143082919343
2021-05-15 04:00:00,300.5575058716044,453.78323696304653,64.20316461542878,384.9967765493054,186.00904289639158,475.20574203827937,63.34008543167258,835.3648638543519,0.22925139523264149,393.51973507862914,283.2023201484486,210.6785011385351,412.9083752823813,20.052472670033673,219.30770959479523,472.3071097370116,481.4634376187899,269.9785651402798,44.97846488213225,291.21132910362326,678.0929733147046,41.87933190741614,80.36035354415351,414.69733242942345,246.77329017005934,494.0179830777959,100.23725776420139,62.95576968917366,0.6775422674589532,284.76988978355183,81.08785810079185,591.7872844700626,73.65352283347926,332.10969249448414,361.721831177456,19.09265850716435,89.67800514462049,375.8171212385383,0.34041155611425966,0.3138780765150273,357.3766382219729,78.14242695926845,433.05077268891733,364.38902722532373,228.000517533083,8.613213906368033,31.53637432661175,875.4983962291909,80.8826323491684,128.3236035930479
2021-05-15 04:30:00,354.03628889802275,124.64611457443748,8.413996499504883,107.9105137484216,388.2064803709984,445.13189194545816,24.014561877819308,332.1125443404459,0.7222525683930663,257.0658192368959,238.02520109954983,368.79115079444574,64.4349337367226,49.15945467414369,362.6288302075682,341.6240141448229,241.77282335996236,421.01664718821064,19.462251182076507,374.0365897147661,158.3682350346715,26.015779096205115,50.52067735766382,140.76059920746496,351.1293830158321,227.00081059805743,54.63210515481071,5.4332034822903825,0.3118638579168832,129.77089158804517,83.5825927910516,970.3317477305316,88.29938248297731,440.845305921754,267.8282996737893,69.46409588937279,352.56957278528165,840.1430900668189,0.5105807574595599,0.6910558127392618,34.22522628300839,29.623638766906772,144.71976080974397,161.76520624274576,548.5767302456059,81.43867792687614,39.31471294940152,619.4053741491158,87.54886503958966,376.0571663484874
